Year,Month,Day,Daily PNA Value
1999,3,5,-0.503
1999,3,6,-0.593
1999,3,7,-0.591
1999,3,8,-0.299
1999,3,9,0.177
1999,3,10,0.609
1999,3,11,0.764
1999,3,12,0.723
1999,3,13,0.599
1999,3,14,0.528
1999,3,15,0.439
1999,3,16,0.308
1999,3,17,0.276
1999,3,18,0.468
1999,3,19,0.618
1999,3,20,0.756
1999,3,21,0.911
1999,3,22,1.204
1999,3,23,1.241
1999,3,24,1.195
1999,3,25,1.214
1999,3,26,0.814
1999,3,27,0.488
1999,3,28,0.305
1999,3,29,0.120
1999,3,30,-0.119
1999,3,31,-0.084
1999,4,1,0.375
1999,4,2,0.618
1999,4,3,0.553
1999,4,4,0.405
1999,4,5,0.144
1999,4,6,-0.305
1999,4,7,-0.715
1999,4,8,-0.484
1999,4,9,-0.242
1999,4,10,-0.081
1999,4,11,0.000
1999,4,12,-0.103
1999,4,13,0.036
1999,4,14,0.506
1999,4,15,0.693
1999,4,16,0.864
1999,4,17,0.865
1999,4,18,0.517
1999,4,19,0.155
1999,4,20,-0.056
1999,4,21,-0.156
1999,4,22,-0.079
1999,4,23,-0.548
1999,4,24,-1.020
1999,4,25,-0.818
1999,4,26,-0.635
1999,4,27,-0.127
1999,4,28,0.340
1999,4,29,0.533
1999,4,30,-0.105
1999,5,1,-0.811
1999,5,2,-1.401
1999,5,3,-1.247
1999,5,4,-0.402
1999,5,5,0.268
1999,5,6,0.673
1999,5,7,0.444
1999,5,8,0.314
1999,5,9,0.481
1999,5,10,0.793
1999,5,11,0.465
1999,5,12,0.204
1999,5,13,0.280
1999,5,14,0.272
1999,5,15,0.259
1999,5,16,0.226
1999,5,17,0.150
1999,5,18,0.212
1999,5,19,0.395
1999,5,20,0.246
1999,5,21,-0.101
1999,5,22,-0.379
1999,5,23,-0.110
1999,5,24,0.296
1999,5,25,0.095
1999,5,26,-0.133
1999,5,27,-0.411
1999,5,28,-0.740
1999,5,29,-0.885
1999,5,30,-1.309
1999,5,31,-1.833
1999,6,1,-1.629
1999,6,2,-1.635
1999,6,3,-1.602
1999,6,4,-1.505
1999,6,5,-1.363
1999,6,6,-0.992
1999,6,7,-0.687
1999,6,8,-0.459
1999,6,9,-0.218
1999,6,10,-0.082
1999,6,11,0.198
1999,6,12,0.509
1999,6,13,0.845
1999,6,14,0.654
1999,6,15,0.765
1999,6,16,1.097
1999,6,17,1.340
1999,6,18,1.309
1999,6,19,1.289
1999,6,20,1.002
1999,6,21,0.681
1999,6,22,0.308
1999,6,23,0.266
1999,6,24,0.514
1999,6,25,0.540
1999,6,26,0.439
1999,6,27,0.065
1999,6,28,-0.164
1999,6,29,-0.368
1999,6,30,-0.865
1999,7,1,-1.051
1999,7,2,-1.102
1999,7,3,-1.506
1999,7,4,-1.938
1999,7,5,-1.776
1999,7,6,-1.105
1999,7,7,-0.597
1999,7,8,-0.325
1999,7,9,0.129
1999,7,10,0.523
1999,7,11,0.420
1999,7,12,0.141
1999,7,13,0.236
1999,7,14,0.319
1999,7,15,0.297
1999,7,16,0.351
1999,7,17,0.434
1999,7,18,0.330
1999,7,19,0.078
1999,7,20,-0.380
1999,7,21,-0.298
1999,7,22,0.152
1999,7,23,0.390
1999,7,24,0.162
1999,7,25,-0.587
1999,7,26,-0.652
1999,7,27,-0.529
1999,7,28,-0.207
1999,7,29,0.207
1999,7,30,0.276
1999,7,31,0.160
1999,8,1,-0.051
1999,8,2,0.146
1999,8,3,0.470
1999,8,4,0.679
1999,8,5,0.988
1999,8,6,1.280
1999,8,7,1.688
1999,8,8,1.972
1999,8,9,1.863
1999,8,10,1.461
1999,8,11,0.975
1999,8,12,0.891
1999,8,13,0.997
1999,8,14,0.878
1999,8,15,0.557
1999,8,16,0.593
1999,8,17,0.805
1999,8,18,0.512
1999,8,19,0.280
1999,8,20,0.520
1999,8,21,1.152
1999,8,22,1.222
1999,8,23,1.221
1999,8,24,1.175
1999,8,25,1.087
1999,8,26,0.880
1999,8,27,0.764
1999,8,28,0.697
1999,8,29,0.753
1999,8,30,0.820
1999,8,31,0.798
1999,9,1,0.695
1999,9,2,0.759
1999,9,3,0.934
1999,9,4,0.909
1999,9,5,0.827
1999,9,6,0.683
1999,9,7,0.378
1999,9,8,0.144
1999,9,9,0.018
1999,9,10,0.085
1999,9,11,0.157
1999,9,12,0.152
1999,9,13,0.009
1999,9,14,0.145
1999,9,15,0.329
1999,9,16,0.307
1999,9,17,0.080
1999,9,18,0.032
1999,9,19,-0.097
1999,9,20,0.008
1999,9,21,0.320
1999,9,22,0.508
1999,9,23,0.411
1999,9,24,0.164
1999,9,25,0.278
1999,9,26,0.345
1999,9,27,0.387
1999,9,28,0.125
1999,9,29,0.121
1999,9,30,-0.267
1999,10,1,-1.297
1999,10,2,-1.236
1999,10,3,-0.900
1999,10,4,-0.033
1999,10,5,0.848
1999,10,6,1.081
1999,10,7,0.976
1999,10,8,0.634
1999,10,9,0.064
1999,10,10,-0.088
1999,10,11,-0.136
1999,10,12,-0.189
1999,10,13,-0.236
1999,10,14,-0.459
1999,10,15,-0.233
1999,10,16,0.043
1999,10,17,0.240
1999,10,18,0.307
1999,10,19,0.169
1999,10,20,-0.009
1999,10,21,0.258
1999,10,22,0.607
1999,10,23,0.867
1999,10,24,1.065
1999,10,25,0.963
1999,10,26,0.694
1999,10,27,0.252
1999,10,28,0.039
1999,10,29,0.335
1999,10,30,0.338
1999,10,31,0.216
1999,11,1,0.280
1999,11,2,0.285
1999,11,3,0.336
1999,11,4,0.172
1999,11,5,-0.050
1999,11,6,0.194
1999,11,7,0.554
1999,11,8,0.523
1999,11,9,0.375
1999,11,10,0.145
1999,11,11,0.123
1999,11,12,0.212
1999,11,13,0.093
1999,11,14,0.105
1999,11,15,0.274
1999,11,16,0.757
1999,11,17,1.175
1999,11,18,0.710
1999,11,19,0.387
1999,11,20,0.278
1999,11,21,0.269
1999,11,22,0.157
1999,11,23,-0.006
1999,11,24,-0.061
1999,11,25,-0.198
1999,11,26,-0.465
1999,11,27,-0.771
1999,11,28,-0.548
1999,11,29,0.110
1999,11,30,0.670
1999,12,1,0.553
1999,12,2,0.551
1999,12,3,0.672
1999,12,4,0.726
1999,12,5,0.483
1999,12,6,0.008
1999,12,7,-0.374
1999,12,8,-0.371
1999,12,9,-0.371
1999,12,10,-0.438
1999,12,11,-0.568
1999,12,12,-0.604
1999,12,13,-0.734
1999,12,14,-0.575
1999,12,15,-0.014
1999,12,16,0.371
1999,12,17,0.323
1999,12,18,0.239
1999,12,19,0.488
1999,12,20,0.673
1999,12,21,0.810
1999,12,22,1.169
1999,12,23,1.381
1999,12,24,1.068
1999,12,25,0.652
1999,12,26,0.408
1999,12,27,0.427
1999,12,28,0.321
1999,12,29,-0.138
1999,12,30,-0.546
1999,12,31,-0.823
2000,1,1,-0.995
2000,1,2,-0.972
2000,1,3,-0.642
2000,1,4,-0.450
2000,1,5,-0.300
2000,1,6,-0.207
2000,1,7,-0.380
2000,1,8,-0.745
2000,1,9,-1.221
2000,1,10,-1.546
2000,1,11,-1.688
2000,1,12,-1.899
2000,1,13,-1.951
2000,1,14,-1.713
2000,1,15,-1.699
2000,1,16,-1.618
2000,1,17,-1.439
2000,1,18,-1.214
2000,1,19,-1.025
2000,1,20,-0.759
2000,1,21,-0.419
2000,1,22,-0.115
2000,1,23,0.233
2000,1,24,0.619
2000,1,25,0.878
2000,1,26,0.836
2000,1,27,0.717
2000,1,28,0.632
2000,1,29,0.578
2000,1,30,0.871
2000,1,31,1.175
2000,2,1,1.253
2000,2,2,1.248
2000,2,3,1.413
2000,2,4,1.563
2000,2,5,1.614
2000,2,6,1.498
2000,2,7,1.368
2000,2,8,1.064
2000,2,9,0.771
2000,2,10,0.771
2000,2,11,0.780
2000,2,12,0.822
2000,2,13,0.821
2000,2,14,0.627
2000,2,15,0.413
2000,2,16,0.648
2000,2,17,0.863
2000,2,18,0.915
2000,2,19,0.705
2000,2,20,0.414
2000,2,21,0.342
2000,2,22,0.484
2000,2,23,0.679
2000,2,24,0.687
2000,2,25,0.574
2000,2,26,0.656
2000,2,27,0.660
2000,2,28,0.594
2000,2,29,0.627
2000,3,1,1.324
2000,3,2,1.055
2000,3,3,0.939
2000,3,4,0.554
2000,3,5,0.380
2000,3,6,0.514
2000,3,7,0.553
2000,3,8,0.608
2000,3,9,0.501
2000,3,10,0.535
2000,3,11,0.568
2000,3,12,0.517
2000,3,13,0.529
2000,3,14,0.554
2000,3,15,0.474
2000,3,16,0.535
2000,3,17,0.520
2000,3,18,0.587
2000,3,19,0.688
2000,3,20,0.835
2000,3,21,0.736
2000,3,22,0.520
2000,3,23,0.602
2000,3,24,0.541
2000,3,25,0.468
2000,3,26,0.549
2000,3,27,0.963
2000,3,28,1.355
2000,3,29,1.317
2000,3,30,0.905
2000,3,31,0.421
2000,4,1,-0.037
2000,4,2,-0.329
2000,4,3,-0.518
2000,4,4,-0.706
2000,4,5,-0.840
2000,4,6,-1.089
2000,4,7,-0.912
2000,4,8,-0.702
2000,4,9,-0.369
2000,4,10,-0.182
2000,4,11,-0.525
2000,4,12,-0.799
2000,4,13,-0.616
2000,4,14,-0.492
2000,4,15,-0.637
2000,4,16,-0.677
2000,4,17,-0.591
2000,4,18,-0.322
2000,4,19,0.096
2000,4,20,0.482
2000,4,21,0.557
2000,4,22,0.609
2000,4,23,0.924
2000,4,24,0.856
2000,4,25,0.704
2000,4,26,0.707
2000,4,27,0.894
2000,4,28,0.899
2000,4,29,0.709
2000,4,30,0.742
2000,5,1,0.521
2000,5,2,0.443
2000,5,3,0.443
2000,5,4,0.309
2000,5,5,0.130
2000,5,6,-0.016
2000,5,7,-0.042
2000,5,8,-0.195
2000,5,9,-0.217
2000,5,10,-0.411
2000,5,11,-0.384
2000,5,12,-0.194
2000,5,13,0.244
2000,5,14,0.356
2000,5,15,0.583
2000,5,16,0.874
2000,5,17,0.860
2000,5,18,0.691
2000,5,19,0.299
2000,5,20,0.314
2000,5,21,0.122
2000,5,22,-0.217
2000,5,23,-0.383
2000,5,24,-0.510
2000,5,25,-0.902
2000,5,26,-1.224
2000,5,27,-1.364
2000,5,28,-1.208
2000,5,29,-0.844
2000,5,30,-0.739
2000,5,31,-0.796
2000,6,1,-0.866
2000,6,2,-0.673
2000,6,3,-0.287
2000,6,4,0.034
2000,6,5,0.196
2000,6,6,0.311
2000,6,7,0.583
2000,6,8,0.708
2000,6,9,0.810
2000,6,10,0.895
2000,6,11,0.674
2000,6,12,0.447
2000,6,13,0.320
2000,6,14,-0.255
2000,6,15,-0.773
2000,6,16,-0.522
2000,6,17,-0.547
2000,6,18,-0.841
2000,6,19,-0.825
2000,6,20,-0.935
2000,6,21,-1.214
2000,6,22,-1.354
2000,6,23,-1.544
2000,6,24,-1.118
2000,6,25,-1.085
2000,6,26,-1.362
2000,6,27,-1.583
2000,6,28,-1.848
2000,6,29,-2.206
2000,6,30,-2.451
2000,7,1,-2.551
2000,7,2,-2.628
2000,7,3,-2.294
2000,7,4,-2.336
2000,7,5,-2.611
2000,7,6,-2.497
2000,7,7,-1.705
2000,7,8,-1.337
2000,7,9,-1.126
2000,7,10,-1.178
2000,7,11,-1.279
2000,7,12,-1.358
2000,7,13,-0.947
2000,7,14,-0.635
2000,7,15,-0.770
2000,7,16,-1.191
2000,7,17,-1.524
2000,7,18,-1.063
2000,7,19,-0.613
2000,7,20,-0.992
2000,7,21,-1.778
2000,7,22,-2.008
2000,7,23,-1.757
2000,7,24,-1.934
2000,7,25,-2.103
2000,7,26,-1.724
2000,7,27,-1.208
2000,7,28,-0.689
2000,7,29,-0.361
2000,7,30,-0.166
2000,7,31,0.093
2000,8,1,0.222
2000,8,2,-0.128
2000,8,3,-0.767
2000,8,4,-1.150
2000,8,5,-1.274
2000,8,6,-1.255
2000,8,7,-1.285
2000,8,8,-1.521
2000,8,9,-1.428
2000,8,10,-1.018
2000,8,11,-0.514
2000,8,12,0.001
2000,8,13,0.137
2000,8,14,0.340
2000,8,15,0.592
2000,8,16,0.316
2000,8,17,-0.220
2000,8,18,-0.551
2000,8,19,-0.652
2000,8,20,-0.602
2000,8,21,-0.370
2000,8,22,-0.248
2000,8,23,-0.232
2000,8,24,0.131
2000,8,25,0.533
2000,8,26,0.873
2000,8,27,1.028
2000,8,28,0.966
2000,8,29,1.144
2000,8,30,1.204
2000,8,31,1.068
2000,9,1,0.625
2000,9,2,0.168
2000,9,3,-0.174
2000,9,4,-0.619
2000,9,5,-0.569
2000,9,6,-0.226
2000,9,7,-0.203
2000,9,8,-0.247
2000,9,9,-0.293
2000,9,10,-0.214
2000,9,11,-0.226
2000,9,12,-0.505
2000,9,13,-0.706
2000,9,14,-0.952
2000,9,15,-0.647
2000,9,16,-0.752
2000,9,17,-1.224
2000,9,18,-1.583
2000,9,19,-1.423
2000,9,20,-1.178
2000,9,21,-1.217
2000,9,22,-1.828
2000,9,23,-2.112
2000,9,24,-1.579
2000,9,25,-1.217
2000,9,26,-1.466
2000,9,27,-2.109
2000,9,28,-2.419
2000,9,29,-1.879
2000,9,30,-1.197
2000,10,1,-1.334
2000,10,2,-2.275
2000,10,3,-2.462
2000,10,4,-2.035
2000,10,5,-1.217
2000,10,6,-0.342
2000,10,7,0.429
2000,10,8,0.799
2000,10,9,0.529
2000,10,10,0.354
2000,10,11,0.249
2000,10,12,0.123
2000,10,13,0.456
2000,10,14,0.527
2000,10,15,0.577
2000,10,16,0.486
2000,10,17,0.442
2000,10,18,0.494
2000,10,19,0.632
2000,10,20,0.475
2000,10,21,0.331
2000,10,22,0.473
2000,10,23,0.086
2000,10,24,-0.079
2000,10,25,-0.224
2000,10,26,-0.341
2000,10,27,-0.309
2000,10,28,-0.295
2000,10,29,0.127
2000,10,30,0.498
2000,10,31,0.693
2000,11,1,0.609
2000,11,2,0.508
2000,11,3,0.269
2000,11,4,0.109
2000,11,5,-0.055
2000,11,6,0.105
2000,11,7,0.053
2000,11,8,-0.375
2000,11,9,-0.531
2000,11,10,-0.593
2000,11,11,-0.546
2000,11,12,-0.351
2000,11,13,0.077
2000,11,14,0.323
2000,11,15,0.475
2000,11,16,0.632
2000,11,17,0.640
2000,11,18,0.577
2000,11,19,0.774
2000,11,20,0.893
2000,11,21,1.085
2000,11,22,1.080
2000,11,23,1.109
2000,11,24,0.983
2000,11,25,0.779
2000,11,26,0.450
2000,11,27,0.262
2000,11,28,0.200
2000,11,29,0.152
2000,11,30,0.389
2000,12,1,0.735
2000,12,2,0.721
2000,12,3,0.620
2000,12,4,0.769
2000,12,5,0.861
2000,12,6,0.668
2000,12,7,0.324
2000,12,8,-0.015
2000,12,9,0.021
2000,12,10,0.072
2000,12,11,0.360
2000,12,12,0.407
2000,12,13,0.243
2000,12,14,0.033
2000,12,15,0.246
2000,12,16,0.570
2000,12,17,0.723
2000,12,18,0.996
2000,12,19,1.143
2000,12,20,1.163
2000,12,21,0.997
2000,12,22,0.910
2000,12,23,0.853
2000,12,24,0.760
2000,12,25,0.839
2000,12,26,0.921
2000,12,27,0.928
2000,12,28,0.963
2000,12,29,1.081
2000,12,30,1.075
2000,12,31,0.895
2001,1,1,0.696
2001,1,2,1.106
2001,1,3,1.477
2001,1,4,1.277
2001,1,5,1.035
2001,1,6,1.065
2001,1,7,1.146
2001,1,8,1.121
2001,1,9,0.835
2001,1,10,0.352
2001,1,11,0.439
2001,1,12,0.910
2001,1,13,0.972
2001,1,14,0.973
2001,1,15,1.051
2001,1,16,1.062
2001,1,17,1.251
2001,1,18,1.378
2001,1,19,1.258
2001,1,20,1.104
2001,1,21,0.968
2001,1,22,0.873
2001,1,23,0.824
2001,1,24,0.656
2001,1,25,0.217
2001,1,26,-0.098
2001,1,27,-0.166
2001,1,28,-0.262
2001,1,29,-0.133
2001,1,30,0.073
2001,1,31,0.531
2001,2,1,0.600
2001,2,2,0.452
2001,2,3,0.480
2001,2,4,0.428
2001,2,5,0.195
2001,2,6,-0.219
2001,2,7,-0.542
2001,2,8,-0.795
2001,2,9,-0.821
2001,2,10,-0.529
2001,2,11,-0.098
2001,2,12,0.191
2001,2,13,0.269
2001,2,14,-0.033
2001,2,15,-0.038
2001,2,16,0.205
2001,2,17,0.743
2001,2,18,0.970
2001,2,19,0.900
2001,2,20,0.770
2001,2,21,0.580
2001,2,22,0.412
2001,2,23,0.332
2001,2,24,0.026
2001,2,25,0.084
2001,2,26,0.565
2001,2,27,0.772
2001,2,28,0.341
2001,3,1,0.270
2001,3,2,0.210
2001,3,3,0.338
2001,3,4,0.484
2001,3,5,0.790
2001,3,6,1.179
2001,3,7,1.217
2001,3,8,0.940
2001,3,9,0.653
2001,3,10,0.476
2001,3,11,0.382
2001,3,12,0.134
2001,3,13,-0.166
2001,3,14,-0.129
2001,3,15,-0.037
2001,3,16,-0.162
2001,3,17,-0.173
2001,3,18,-0.101
2001,3,19,0.074
2001,3,20,-0.130
2001,3,21,-0.511
2001,3,22,-0.636
2001,3,23,-0.375
2001,3,24,0.091
2001,3,25,0.335
2001,3,26,0.536
2001,3,27,0.578
2001,3,28,0.505
2001,3,29,0.305
2001,3,30,0.199
2001,3,31,0.357
2001,4,1,0.372
2001,4,2,0.359
2001,4,3,0.340
2001,4,4,0.209
2001,4,5,-0.001
2001,4,6,-0.141
2001,4,7,-0.306
2001,4,8,-0.497
2001,4,9,-0.535
2001,4,10,-0.402
2001,4,11,-0.200
2001,4,12,-0.556
2001,4,13,-0.969
2001,4,14,-0.775
2001,4,15,-0.312
2001,4,16,-0.189
2001,4,17,-0.205
2001,4,18,-0.190
2001,4,19,-0.436
2001,4,20,-0.763
2001,4,21,-0.779
2001,4,22,-0.783
2001,4,23,-0.643
2001,4,24,-0.119
2001,4,25,0.154
2001,4,26,0.300
2001,4,27,0.359
2001,4,28,0.134
2001,4,29,-0.425
2001,4,30,-0.768
2001,5,1,-0.614
2001,5,2,-0.043
2001,5,3,-0.165
2001,5,4,-0.429
2001,5,5,-0.421
2001,5,6,0.004
2001,5,7,0.394
2001,5,8,0.478
2001,5,9,0.477
2001,5,10,0.404
2001,5,11,0.421
2001,5,12,0.488
2001,5,13,0.317
2001,5,14,-0.028
2001,5,15,-0.064
2001,5,16,0.134
2001,5,17,-0.195
2001,5,18,-0.788
2001,5,19,-1.011
2001,5,20,-0.896
2001,5,21,-0.625
2001,5,22,-0.495
2001,5,23,-0.310
2001,5,24,-0.510
2001,5,25,-0.831
2001,5,26,-0.922
2001,5,27,-0.189
2001,5,28,0.472
2001,5,29,0.263
2001,5,30,0.013
2001,5,31,-0.127
2001,6,1,-0.109
2001,6,2,-0.296
2001,6,3,-0.187
2001,6,4,0.241
2001,6,5,0.295
2001,6,6,0.071
2001,6,7,-0.104
2001,6,8,-0.272
2001,6,9,-0.659
2001,6,10,-1.079
2001,6,11,-1.318
2001,6,12,-1.341
2001,6,13,-0.959
2001,6,14,-0.917
2001,6,15,-1.090
2001,6,16,-1.046
2001,6,17,-0.840
2001,6,18,-0.640
2001,6,19,-0.898
2001,6,20,-0.565
2001,6,21,-0.180
2001,6,22,0.019
2001,6,23,-0.136
2001,6,24,-0.537
2001,6,25,-0.915
2001,6,26,-1.209
2001,6,27,-0.870
2001,6,28,-0.189
2001,6,29,0.545
2001,6,30,0.537
2001,7,1,0.084
2001,7,2,0.020
2001,7,3,0.157
2001,7,4,-0.333
2001,7,5,-1.309
2001,7,6,-1.733
2001,7,7,-1.481
2001,7,8,-1.300
2001,7,9,-1.247
2001,7,10,-1.169
2001,7,11,-1.084
2001,7,12,-0.606
2001,7,13,0.099
2001,7,14,-0.079
2001,7,15,-0.164
2001,7,16,0.217
2001,7,17,0.677
2001,7,18,0.803
2001,7,19,0.831
2001,7,20,0.262
2001,7,21,-0.242
2001,7,22,-0.586
2001,7,23,-0.651
2001,7,24,-0.216
2001,7,25,0.076
2001,7,26,0.426
2001,7,27,0.743
2001,7,28,0.162
2001,7,29,-0.495
2001,7,30,-0.624
2001,7,31,-0.631
2001,8,1,0.151
2001,8,2,0.497
2001,8,3,-0.155
2001,8,4,-1.087
2001,8,5,-1.429
2001,8,6,-1.265
2001,8,7,-0.887
2001,8,8,-0.676
2001,8,9,-0.654
2001,8,10,-0.835
2001,8,11,-1.237
2001,8,12,-0.983
2001,8,13,-0.604
2001,8,14,-0.495
2001,8,15,-0.305
2001,8,16,0.124
2001,8,17,0.291
2001,8,18,0.449
2001,8,19,0.342
2001,8,20,0.172
2001,8,21,0.626
2001,8,22,0.778
2001,8,23,0.806
2001,8,24,0.642
2001,8,25,0.186
2001,8,26,0.031
2001,8,27,0.032
2001,8,28,0.306
2001,8,29,0.522
2001,8,30,0.370
2001,8,31,0.152
2001,9,1,0.132
2001,9,2,0.126
2001,9,3,0.127
2001,9,4,-0.001
2001,9,5,0.115
2001,9,6,-0.056
2001,9,7,-0.482
2001,9,8,-0.654
2001,9,9,-0.447
2001,9,10,-0.245
2001,9,11,-0.037
2001,9,12,-0.222
2001,9,13,-1.002
2001,9,14,-1.190
2001,9,15,-0.627
2001,9,16,-0.164
2001,9,17,0.029
2001,9,18,0.300
2001,9,19,0.541
2001,9,20,0.927
2001,9,21,1.051
2001,9,22,1.009
2001,9,23,0.796
2001,9,24,0.408
2001,9,25,0.659
2001,9,26,1.111
2001,9,27,0.821
2001,9,28,0.434
2001,9,29,0.467
2001,9,30,-0.027
2001,10,1,0.261
2001,10,2,-0.106
2001,10,3,-0.119
2001,10,4,0.632
2001,10,5,1.092
2001,10,6,1.162
2001,10,7,1.354
2001,10,8,1.291
2001,10,9,1.276
2001,10,10,0.900
2001,10,11,0.056
2001,10,12,-0.206
2001,10,13,-0.529
2001,10,14,-0.723
2001,10,15,-0.773
2001,10,16,-0.617
2001,10,17,-0.502
2001,10,18,-0.887
2001,10,19,-0.960
2001,10,20,-0.808
2001,10,21,-0.640
2001,10,22,-0.598
2001,10,23,-0.750
2001,10,24,-0.893
2001,10,25,-0.937
2001,10,26,-0.603
2001,10,27,-0.207
2001,10,28,-0.285
2001,10,29,0.073
2001,10,30,0.416
2001,10,31,0.481
2001,11,1,0.496
2001,11,2,0.266
2001,11,3,0.222
2001,11,4,0.419
2001,11,5,0.307
2001,11,6,0.104
2001,11,7,-0.137
2001,11,8,0.104
2001,11,9,0.194
2001,11,10,0.460
2001,11,11,0.678
2001,11,12,0.590
2001,11,13,0.602
2001,11,14,1.128
2001,11,15,1.583
2001,11,16,1.671
2001,11,17,1.508
2001,11,18,1.492
2001,11,19,1.549
2001,11,20,1.569
2001,11,21,1.275
2001,11,22,0.920
2001,11,23,0.549
2001,11,24,0.113
2001,11,25,-0.363
2001,11,26,-0.452
2001,11,27,-0.193
2001,11,28,0.046
2001,11,29,-0.155
2001,11,30,-0.363
2001,12,1,-0.718
2001,12,2,-0.831
2001,12,3,-0.965
2001,12,4,-0.984
2001,12,5,-0.791
2001,12,6,-0.662
2001,12,7,0.042
2001,12,8,0.484
2001,12,9,0.314
2001,12,10,0.017
2001,12,11,-0.027
2001,12,12,-0.124
2001,12,13,-0.354
2001,12,14,-0.317
2001,12,15,0.059
2001,12,16,0.169
2001,12,17,0.177
2001,12,18,0.288
2001,12,19,0.463
2001,12,20,0.583
2001,12,21,0.656
2001,12,22,0.589
2001,12,23,0.962
2001,12,24,1.192
2001,12,25,1.232
2001,12,26,1.287
2001,12,27,1.159
2001,12,28,1.034
2001,12,29,0.719
2001,12,30,0.567
2001,12,31,0.721
2002,1,1,1.075
2002,1,2,1.152
2002,1,3,1.219
2002,1,4,1.609
2002,1,5,1.576
2002,1,6,1.568
2002,1,7,1.533
2002,1,8,1.223
2002,1,9,0.989
2002,1,10,0.942
2002,1,11,0.880
2002,1,12,0.792
2002,1,13,0.638
2002,1,14,0.416
2002,1,15,-0.021
2002,1,16,-0.126
2002,1,17,-0.199
2002,1,18,-0.664
2002,1,19,-1.189
2002,1,20,-1.550
2002,1,21,-1.604
2002,1,22,-1.650
2002,1,23,-1.783
2002,1,24,-1.706
2002,1,25,-1.520
2002,1,26,-1.579
2002,1,27,-1.627
2002,1,28,-1.470
2002,1,29,-1.024
2002,1,30,-0.592
2002,1,31,-0.288
2002,2,1,-0.216
2002,2,2,-0.036
2002,2,3,0.235
2002,2,4,0.318
2002,2,5,0.110
2002,2,6,-0.177
2002,2,7,-0.323
2002,2,8,-0.345
2002,2,9,0.105
2002,2,10,0.420
2002,2,11,0.357
2002,2,12,0.525
2002,2,13,0.725
2002,2,14,0.798
2002,2,15,0.874
2002,2,16,0.863
2002,2,17,0.455
2002,2,18,0.111
2002,2,19,-0.001
2002,2,20,-0.018
2002,2,21,0.369
2002,2,22,0.395
2002,2,23,0.288
2002,2,24,0.206
2002,2,25,0.212
2002,2,26,0.082
2002,2,27,-0.132
2002,2,28,-0.400
2002,3,1,-1.217
2002,3,2,-0.844
2002,3,3,-0.641
2002,3,4,-0.764
2002,3,5,-0.725
2002,3,6,-0.674
2002,3,7,-0.702
2002,3,8,-0.462
2002,3,9,-0.089
2002,3,10,0.185
2002,3,11,0.237
2002,3,12,0.062
2002,3,13,-0.190
2002,3,14,-0.513
2002,3,15,-0.863
2002,3,16,-1.022
2002,3,17,-1.002
2002,3,18,-0.787
2002,3,19,-0.459
2002,3,20,-0.302
2002,3,21,-0.437
2002,3,22,-0.348
2002,3,23,-0.429
2002,3,24,-0.388
2002,3,25,-0.225
2002,3,26,-0.470
2002,3,27,-0.601
2002,3,28,-0.842
2002,3,29,-0.984
2002,3,30,-0.892
2002,3,31,-0.868
2002,4,1,-0.746
2002,4,2,-0.657
2002,4,3,-0.827
2002,4,4,-0.893
2002,4,5,-0.936
2002,4,6,-1.026
2002,4,7,-1.063
2002,4,8,-1.156
2002,4,9,-1.420
2002,4,10,-1.289
2002,4,11,-0.911
2002,4,12,-0.472
2002,4,13,-0.288
2002,4,14,-0.588
2002,4,15,-0.756
2002,4,16,-0.677
2002,4,17,-0.525
2002,4,18,-0.518
2002,4,19,-0.560
2002,4,20,-1.174
2002,4,21,-1.512
2002,4,22,-1.757
2002,4,23,-1.701
2002,4,24,-1.479
2002,4,25,-1.459
2002,4,26,-1.614
2002,4,27,-2.027
2002,4,28,-2.295
2002,4,29,-2.063
2002,4,30,-1.605
2002,5,1,-1.758
2002,5,2,-2.350
2002,5,3,-2.403
2002,5,4,-2.291
2002,5,5,-1.969
2002,5,6,-1.785
2002,5,7,-1.863
2002,5,8,-2.111
2002,5,9,-2.261
2002,5,10,-2.112
2002,5,11,-1.916
2002,5,12,-1.513
2002,5,13,-0.859
2002,5,14,-0.207
2002,5,15,-0.035
2002,5,16,-0.391
2002,5,17,-0.249
2002,5,18,0.457
2002,5,19,0.905
2002,5,20,0.844
2002,5,21,1.092
2002,5,22,1.150
2002,5,23,1.254
2002,5,24,1.196
2002,5,25,1.049
2002,5,26,1.235
2002,5,27,1.377
2002,5,28,1.246
2002,5,29,0.878
2002,5,30,0.646
2002,5,31,0.629
2002,6,1,0.493
2002,6,2,0.195
2002,6,3,-0.022
2002,6,4,-0.213
2002,6,5,-0.418
2002,6,6,-0.720
2002,6,7,-0.823
2002,6,8,-0.280
2002,6,9,-0.143
2002,6,10,-0.335
2002,6,11,-0.556
2002,6,12,-0.601
2002,6,13,-0.175
2002,6,14,0.287
2002,6,15,0.644
2002,6,16,0.941
2002,6,17,0.564
2002,6,18,0.184
2002,6,19,0.050
2002,6,20,-0.057
2002,6,21,0.051
2002,6,22,0.260
2002,6,23,0.635
2002,6,24,0.709
2002,6,25,0.967
2002,6,26,1.315
2002,6,27,1.314
2002,6,28,0.599
2002,6,29,-0.021
2002,6,30,0.044
2002,7,1,0.077
2002,7,2,-0.380
2002,7,3,-0.951
2002,7,4,-1.105
2002,7,5,-0.861
2002,7,6,-0.587
2002,7,7,-0.310
